,text
740, Simvastatin Bluefish Bluefish : Kapitell forsiktighet: ForsiktighetsreglerMyopati/rabdomyolyse: Simvastatin og andre HMG-CoA-reduktasehemmere kan i enkelte tilfeller forårsake myopati i form av muskelsmerter  -ømhet eller -svakhet og med CK-verdier >10 × ULN. Myopati kan enkelte ganger vise seg som rabdomyolyse med eller uten akutt nyresvikt sekundært til myoglobinuri. Dødsfall er sett i svært sjeldne tilfeller. Risikoen for myopati/rabdomyolyse er doserelatert og øker med høye nivåer av HMG-CoA-reduktasehemmende aktivitet i plasma. (dvs. forhøyede plasmanivåer av simvastatin og simvastatinsyre)  som delvis kan skyldes legemidler som interfererer med simvastatinmetabolismen og/eller reaksjonsveier for transportører (se Interaksjoner). Redusert aktivitet av leverspesifikke opptakstransportører (OATP) kan gi høyere systemisk eksponering av simvastatin og øke risikoen for myopati og rabdomyolyse. Redusert transportaktivitet kan oppstå som følge av interagerende legemidler med hemmende effekt (f.eks ciklosporin) eller hos pasienter med genotype SLCO1B1 c.521T>C. Høye doser bør unngås hos de som er bærere av genotype CC (homocygot allel C). CK bør ikke måles rett etter kraftige fysiske anstrengelser eller i nærvær av andre plausible årsaker til CK-økning  da dette kan vanskeliggjøre tolkningen av resultatene. Hvis CK er signifikant forhøyet i utgangspunktet (>5 × ULN)  bør nye målinger foretas innen 5-7 dager. Pasienten bør informeres om risikoen for myopati ved oppstart av behandlingen og ved doseøkning  og oppfordres til umiddelbart å opplyse om ev. uforklarlig muskelsmerte  -ømhet eller -svakhet. Forsiktighet utvises hos pasienter som er predisponert for rabdomyolyse. CK bør måles før behandling starter for å etablere referansenivå hos eldre (≥65 år)  kvinner  ved nedsatt nyrefunksjon  ukontrollert hypotyreose  tidligere eller familiær arvelig muskelsykdom  tidligere muskeltoksisitet med statin eller fibrat  alkoholmisbruk. Risikoen ved behandlingen må veies opp mot mulige fordeler  og klinisk overvåkning anbefales. Behandlingen må innledes med forsiktighet ved tidligere muskelsykdom under fibrat- eller statinbehandling. Ved signifikant forhøyet CK i utgangspunktet (>5 × ULN) bør behandling ikke startes. CK-nivåene måles hvis muskelsmerter  -svakhet eller -kramper oppstår under behandling med et statin. Behandlingen bør avbrytes ved CK >5 × ULN (uten kraftig fysisk aktivitet) eller ved mistanke om myopati av annen årsak. Hvis muskelsymptomene er alvorlige og fører til daglig ubehag  kan seponering vurderes selv om CK-nivåene er <5 × ULN. Gjenoppstart med simvastatin  eller behandling med et annet statin  kan overveies hvis symptomene går tilbake og CK-nivåene blir normale igjen  men da med laveste dose og tett oppfølging. Høyere forekomst av myopati er observert ved dosetitrering opptil 80 mg. Regelmessige CK-målinger anbefales  da de kan være nyttige for å identifisere subkliniske tilfeller av myopati. Det er ingen sikkerhet for at slik overvåkning forhindrer myopati. Risikoen for myopati er større ved bruk av simvastatin 80 mg enn ved andre statinbaserte behandlinger med lik LDL-C-reduserende effekt. Simvastatin 80 mg bør bare brukes ved alvorlig hyperkolesterolemi og ved høy risiko for kardiovaskulære komplikasjoner hvor behandlingsmålet med lavere doser ikke er oppnådd og når fordelene forventes å oppveie den potensielle risikoen. Pasienter som bruker simvastatin 80 mg og som må ta et legemiddel som fører til interaksjoner  bør ta en lavere simvastatindose eller et alternativt statinbasert regime med mindre potensielle interaksjoner. Behandlingen bør avbrytes midlertidig noen få dager før større kirurgiske inngrep og hvis alvorlige medisinske eller kirurgiske tilstander oppstår. For økt risiko for myopati/rabdomyolyse ved samtidig bruk av andre legemidler  se Kontraindikasjoner  Dosering og Interaksjoner. Dersom bruk av itrakonazol  ketokonazol  posakonazol  vorikonazol  erytromycin  klaritromycin  telitromycin  hiv-proteasehemmere  boceprevir  telaprevir  nefazodon  kobicistat  ciklosporin  danazol eller gemfibrozil ikke kan unngås  må simvastatin seponeres (og bruk av et annet statin vurderes) mens behandlingen med disse legemidlene pågår. Dersom kombinasjonsbehandling med simvastatin og lipidsenkende doser (≥1 g/dag) av nikotinsyre overveies  bør fordeler og risiko vurderes nøye og pasienten monitoreres mht. ev. tegn på muskelsmerter  -ømhet eller -svakhet  spesielt i løpet av de første behandlingsmånedene og ved doseøkning. Acipimoks er strukturelt beslektet med nikotinsyre. Selv om acipimoks ikke ble undersøkt kan risikoen for muskelrelaterte toksiske effekter være tilsvarende som for nikotinsyre. Simvastatin skal ikke brukes samtidig med eller innen 7 dager etter avsluttet systemisk fusidinsyrebehandling. Når bruk av systemisk fusidinsyre anses som viktig  må statinbehandling avbrytes under hele fusidinsyrebehandlingen. Rabdomyolyse (inkl. noen dødsfall) er rapportert. Pasienten må informeres om å søke øyeblikkelig medisinsk hjelp ved symptomer på muskelsvakhet  -smerte og -ømhet. Statinbehandling kan startes opp igjen 7 dager etter siste fusidinsyredose. I spesielle tilfeller hvor forlenget bruk av systemisk fusidinsyre er nødvendig  f.eks. ved behandling av alvorlige infeksjoner  må behovet for samtidig bruk av simvastatin og fusidinsyre vurderes i hvert enkelt tilfelle under tett medisinsk oppfølging. Daptomycin: Forsiktighet bør utvises ved samtidig bruk av HMG-CoA-reduktasehemmere (f.eks. simvastatin) og daptomycin  da risikoen for myopati og/eller rabdomyolyse kan øke. Det bør vurderes å seponere simvastatin midlertidig hvis ikke nytten av samtidig administrering av daptomycin oppveier risikoen. Hepatiske effekter: Vedvarende økning i serumtransaminaser (til >3 × ULN) er sett. Verdiene ble vanligvis langsomt normalisert ved midlertidig avbrudd/seponering. Leverfunksjonsprøver før behandlingsstart og deretter når det er klinisk indisert  anbefales. Ekstra test bør utføres før titrering til dose 80 mg  3 måneder etter opptitreringen og deretter periodisk (f.eks. hvert halvår) det første behandlingsåret. En bør være spesielt oppmerksom ved økning i serumtransaminaser. Ved økning bør målingene gjentas umiddelbart og deretter utføres oftere. Ved vedvarende økning  spesielt til >3 × ULN  må simvastatin seponeres. ALAT kan komme fra muskler. Økende ALAT med CK kan indikere myopati. Sjeldne tilfeller av fatal og ikke-fatal leversvikt er rapportert. Hvis alvorlige leverskader med kliniske symptomer og/eller hyperbilirubinemi eller gulsott oppstår  avbrytes behandlingen omgående. Hvis en alternativ etiologi ikke er funnet  ikke fortsett med simvastatin. Brukes med forsiktighet hos pasienter som inntar store mengder alkohol. Moderat og oftest forbigående økning i serumtransaminaser (til <3 × ULN) er rapportert kort tid etter oppstart. Endringene var ikke knyttet til andre symptomer  og det var ikke nødvendig å avbryte behandlingen. Diabetes mellitus: Det er indikasjoner på at statiner som klasse øker blodsukkeret  og at noen pasienter med høy risiko for fremtidig diabetes kan utvikle behandlingskrevende hyperglykemi. Risikoen oppveies imidlertid av reduksjonen i vaskulær risiko som følge av statinbruk  og dette bør derfor ikke være grunnlag for å stanse behandlingen. Pasienter i risikosonen (fastende blodglukose 5 6-6 9 mmol/liter  BMI >30 kg/m2  forhøyede triglyserider og hypertensjon) bør følges opp både klinisk og biokjemisk iht. nasjonale retningslinjer. Interstitiell lungesykdom: Tilfeller av interstitiell lungesykdom er rapportert for enkelte statiner  inkl. simvastatin  spesielt etter langtidsbehandling. Ved mistanke om interstitiell lungesykdom  bør statinbehandlingen avsluttes. Barn og ungdom (10-17 år): Unge jenter bør bruke egnet prevensjonsmiddel under behandlingen. Sikkerhet og effekt er ikke undersøkt for behandlingsperioder >48 uker  og langtidseffekt på fysisk  intellektuell og seksuell modning er ukjent. Bruk av simvastatin hos pasienter <10 år  barn før pubertet eller jenter som ikke har fått menstruasjon  er ikke undersøkt. Statiner kan indusere de novo eller forverre eksisterende myasthenia gravis eller okulær myasteni. Simvastatin skal seponeres ved forverring av symptomer. Tilbakefall når samme eller et annet statin ble (re-)administrert er rapportert. Hjelpestoffer: Inneholder laktose og bør ikke brukes ved galaktoseintoleranse  total laktasemangel eller glukose-galaktosemalabsorpsjon. Bilkjøring og bruk av maskiner: Svimmelhet er rapportert i sjeldne tilfeller  og dette må det tas hensyn til ved bilkjøring og bruk av maskiner.
741, Simvastatin Bluefish Bluefish : Kapitell dosering-strukturert: Dosering                 Doseringsområde                              5-80 mg/dag som enkeltdose om kvelden. Ev. dosejustering bør ikke foretas oftere enn hver 4. uke. Maks. anbefalt dose: 80 mg/dag som enkeltdose om kvelden. Maks. dose anbefales kun ved alvorlig hyperkolesterolemi  høy risiko for kardiovaskulære komplikasjoner  behandlingsmålet ikke oppnådd ved lave doser og når fordeler oppveier potensiell risiko.                                Dosering sammen med andre legemidler                              Simvastatin er effektiv alene eller sammen med gallesyrebindere. Gis enten >2 timer før eller >4 timer etter gallesyrebindere. Ved samtidig behandling med fibrater (unntatt gemfibrozil og fenofibrat) bør simvastatindosen ikke overskride 10 mg/dag. Ved samtidig behandling med amiodaron  amlodipin  verapamil  diltiazem  elbasvir eller grazoprevir bør ikke simvastatindosen overskride 20 mg/dag.                  Hyperkolesterolemi                 Standard kolesterolsenkende diett fortsettes under behandlingen med simvastatin. Vanlig startdose: 10-20 mg/dag som enkeltdose om kvelden  ved større reduksjon i LDL-kolesterol (>45%) 20-40 mg/dag. Ev. dosejustering som beskrevet ovenfor.                                Homozygot familiær hyperkolesterolemi  Anbefalt dose: 40 mg/dag som enkeltdose om kvelden. Gis som tillegg til annen lipidsenkende behandling (f.eks. LDL-aferese) eller hvis slik behandling ikke er mulig. Dosen må ikke overstige 40 mg/dag hos pasienter som tar lomitapid.                                Kardiovaskulær profylakse               Normaldosering: 20-40 mg/dag til pasienter med høy risiko for kardiovaskulær sykdom (CHD  med eller uten hyperlipidemi). Behandlingen kan startes samtidig med diett og trening. Ev. dosejustering som beskrevet ovenfor.                 Glemt dose Det skal ikke tas dobbelt dose som erstatning for glemt dose. Neste dose tas til vanlig tid.              Spesielle pasientgrupper  Nedsatt nyrefunksjon: Ved alvorlig nedsatt nyrefunksjon (ClCR <30 ml/minutt) bør behov for doser >10 mg/dag vurderes nøye  og hvis nødvendig  implementeres med forsiktighet. Barn <10 år: Erfaring hos barn før puberteten er begrenset. Barn og ungdom (10-17 år): Heterozygot familiær hyperkolesterolemi: Anbefalt startdose 10 mg/dag som enkeltdose om kvelden hos gutter Tanner stadium II eller høyere  og jenter som har hatt menstruasjon i minst 1 år. Anbefalt doseringsområde 10-40 mg/dag. Maks. anbefalt dose: 40 mg/dag. Dosen bør tilpasses anbefalt mål for behandling hos barn. Ev. dosejustering bør ikke foretas oftere enn hver 4. uke. Bør settes på standard kolesterolsenkende diett før og under behandling. Eldre: Ingen dosejustering er nødvendig. Etnisitet: Det er sett økt risiko for myopati hos kinesiske pasienter. Forsiktighet bør derfor utvises hos asiatere  og minste effektive dose brukes. Samtidig administrering med lipidsenkende doser (≥1 g/dag) av nikotinsyre anbefales ikke til denne pasientgruppen.     Administrering Dosen skal tas om kvelden. Kan tas med eller uten mat. Skal svelges med vann. Grapefruktjuice skal unngås.              Legemiddelfoto               Simvastatin Bluefish «Bluefish» tabletter  filmdrasjerte 10 mg         Merking 1: A   Merking 2: 01   Form: Rund   Overflateform: Konveks   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 6.1x6.1 mm   Farge: Lyserød      Farge og størrelse på kapsel/tablett kan avvike noe.            Simvastatin Bluefish «Bluefish» tabletter  filmdrasjerte 20 mg         Merking 1: A   Merking 2: 02   Form: Rund   Overflateform: Konveks   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 8.1x8.1 mm   Farge: Lyserød      Farge og størrelse på kapsel/tablett kan avvike noe.            Simvastatin Bluefish «Bluefish» tabletter  filmdrasjerte 40 mg         Merking 1: A   Merking 2: 03   Form: Rund   Overflateform: Konveks   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 10.2x10.2 mm   Farge: Rosa      Farge og størrelse på kapsel/tablett kan avvike noe.            Simvastatin Bluefish «Bluefish» tabletter  filmdrasjerte 80 mg         Merking 1: A   Merking 2: 04   Form: Oval   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 19.0x9.0 mm   Farge: Rosa      Farge og størrelse på kapsel/tablett kan avvike noe.
742, Simvastatin Bluefish Bluefish : Kapitell overdosering: Overdosering/Forgiftning        Forgiftninger - Giftinformasjonen                                      C10A A01                                              Simvastatin                            C10A A01   Simvastatin                                                            Toksisitet: Begrenset erfaring med overdoser. Barn: <120 mg forventes ingen eller lette symptomer.                                                                                      Klinikk og behandling: Se HMG-CoA-reduktasehemmere  C10A A                       Noen få tilfeller av overdosering er rapportert  største dose var 3 6 g. Alle pasientene kom seg uten skadelige ettervirkninger. Symptomatiske tiltak og støttetiltak bør iverksettes.
743, Simvastatin Bluefish Bluefish : Kapitell LastDateChangedSection: Sist endret: 06.06.2023               (priser og ev. refusjon oppdateres hver 14. dag)
744, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell indikasjon: IndikasjonerHyperkolesterolemi: Behandling av primær hyperkolesterolemi eller kombinert hyperlipidemi  som tillegg til diett  når det ikke oppnås tilstrekkelig effekt ved kosthold og annen ikke-farmakologisk behandling (f.eks. trening  vektreduksjon). Behandling av homozygot familiær hyperkolesterolemi som tillegg til diett og annen lipidsenkende behandling (f.eks. LDL-aferese) eller hvis slik behandling er uegnet. Kardiovaskulær profylakse: Reduksjon av kardiovaskulær mortalitet og morbiditet hos pasienter med manifest aterosklerotisk kardiovaskulær sykdom eller diabetes mellitus  med enten normalt eller forhøyet kolesterolnivå  som tillegg til korreksjon av andre risikofaktorer og annen kardioprotektiv behandling.               Norsk legemiddelhåndbok: ArteriesykdommerNorsk legemiddelhåndbok: HyperlipidemiNorsk legemiddelhåndbok: Kolesterolsenkende behandling ved diabetes
745, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell spc-preparatomtale: SPC (preparatomtale)    Simvastatin HEXAL TABLETTER  filmdrasjerte 80 mgGå til godkjent preparatomtale    Lenkene går til godkjente preparatomtaler (SPC) på Legemiddelverkets nettside. Legemidler sentralt godkjent i EU/EØS lenkes til preparatomtaler på nettsiden til The European Medicines Agency (EMA). For sentralt godkjente legemidler ligger alle styrker og legemiddelformer etter hverandre i samme dokument.
746, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell vnrtabell: Pakninger  priser og refusjon  Simvastatin HEXAL  TABLETTER  filmdrasjerte:     Styrke Pakning                    Varenr. Refusjon Pris (kr) R.gr.     80 mg 100 stk. (blister) 477884 Blå resept 1 054 50 (trinnpris 103 70) C
747, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell generisk-bytte: Medisinbytte       Simvastatin HEXAL TABLETTER  filmdrasjerte 80 mg             Byttegruppe 000254      Preparat Firma Legemiddelform Styrke Varenr Pakning     Simvastatin Bluefish Bluefish tabl. 80 mg 416135 100 stk. (blister)   Simvastatin HEXAL HEXAL tabl. 80 mg 477884 100 stk. (blister)                  Gjelder medisinbytte (generisk bytte) i apotek. For mer informasjon om medisinbytte og byttelisten  se https://legemiddelverket.no/offentlig-finansiering/medisinbytte-i-apotek For medisinbytte ved institusjoner henvises til §7 i Forskrift om legemiddelhåndtering for virksomheter og helsepersonell som yter helsehjelp
748, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell preparat-referanse: Komplett Felleskatalogtekst For utfyllende informasjon  se Felleskatalogtekst for  Zocor «Organon»
749, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell notification: Miljø og legemidler                C10A A01                        Simvastatin                                                                        PNEC: 0 2 μg/liter  Salgsvekt: 1 385 38476 kg   Miljørisiko: Bruk av simvastatin gir middels høy risiko for miljøpåvirkning.   Bioakkumulering: Simvastatin har lavt potensiale for bioakkumulering.  Nedbrytning: Simvastatin brytes ned i miljøet.   Miljørisiko er beregnet utifra forholdet mellom forventet konsentrasjon i vann (Predicted Environmental Concentration - PEC) og høyeste sikre konsentrasjon (Predicted No Effect Concentration - PNEC). PEC er beregnet utifra årlig salgsvekt i Norge.                         Miljøinformasjonen (datert 18.12.2019) er utarbeidet av MSD.                       Les mer på Fass     Se miljøinfo for virkestoff i samme ATC-gruppe
750, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell BasedOnSPC: Basert på SPC godkjent av SLV/EMA: 28.09.2021
751, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell deklarasjon: TABLETTER  filmdrasjerte 80 mg: Hver tablett inneh.: Simvastatin 80 mg  laktosemonohydrat 561 8 mg  butylhydroksyanisol (E 320)  hjelpestoffer. Fargestoff: Indigotin (E 132)  kinolingult (E 104)  titandioksid (E 171).
752, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell dosering-strukturert: Dosering                 Se SPC.                  Administrering Svelges med tilstrekkelig væske (et glass vann) om kvelden. Kan tas med eller uten mat  men samtidig inntak av grapefrukt/grapefruktjuice skal unngås. Kan deles i 2 like store doser (delestrek).              Legemiddelfoto               Simvastatin HEXAL «HEXAL» tabletter  filmdrasjerte 80 mg         Merking 1: SIM 80   Form: Oval   Deling: Delestrek   Mål (lengde × bredde): 17.2x8.9 mm   Farge: Lysegrønn      Farge og størrelse på kapsel/tablett kan avvike noe.
753, Simvastatin HEXAL HEXAL (Sandoz A/S) : Kapitell LastDateChangedSection: Sist endret: 29.04.2022               (priser og ev. refusjon oppdateres hver 14. dag)
754, Simvastatin Sandoz Sandoz (Sandoz A/S) : Kapitell indikasjon: IndikasjonerHyperkolesterolemi: Behandling av primær hyperkolesterolemi eller kombinert hyperlipidemi  som tillegg til diett  når det ikke oppnås tilstrekkelig effekt ved kosthold og annen ikke-farmakologisk behandling (f.eks. trening  vektreduksjon). Behandling av homozygot familiær hyperkolesterolemi (HoFH) som tillegg til diett og annen lipidsenkende behandling (f.eks. LDL-aferese) eller hvis slik behandling er uegnet. Kardiovaskulær profylakse: Reduksjon av kardiovaskulær mortalitet og morbiditet hos pasienter med manifest aterosklerotisk kardiovaskulær sykdom eller diabetes mellitus  med enten normalt eller forhøyet kolesterolnivå  som tillegg til korreksjon av andre risikofaktorer og annen kardioprotektiv behandling.               Norsk legemiddelhåndbok: ArteriesykdommerNorsk legemiddelhåndbok: HyperlipidemiNorsk legemiddelhåndbok: Kolesterolsenkende behandling ved diabetes
755, Simvastatin Sandoz Sandoz (Sandoz A/S) : Kapitell spc-preparatomtale: SPC (preparatomtale)    Simvastatin Sandoz TABLETTER  filmdrasjerte 10 mgGå til godkjent preparatomtale   Simvastatin Sandoz TABLETTER  filmdrasjerte 20 mgGå til godkjent preparatomtale   Simvastatin Sandoz TABLETTER  filmdrasjerte 40 mgGå til godkjent preparatomtale    Lenkene går til godkjente preparatomtaler (SPC) på Legemiddelverkets nettside. Legemidler sentralt godkjent i EU/EØS lenkes til preparatomtaler på nettsiden til The European Medicines Agency (EMA). For sentralt godkjente legemidler ligger alle styrker og legemiddelformer etter hverandre i samme dokument.
756, Simvastatin Sandoz Sandoz (Sandoz A/S) : Kapitell vnrtabell: Pakninger  priser og refusjon  Simvastatin Sandoz  TABLETTER  filmdrasjerte:     Styrke Pakning                    Varenr. Refusjon Pris (kr) R.gr.     10 mg 90 stk. (boks) 129261 Blå resept 295 60 (trinnpris 62 30) C   20 mg 90 stk. (blister) 551446 Blå resept 348 60 (trinnpris 76 20) C   40 mg 90 stk. (blister) 573330 Blå resept 539 90 (trinnpris 89 60) C
757, Simvastatin Sandoz Sandoz (Sandoz A/S) : Kapitell generisk-bytte: Medisinbytte       Simvastatin Sandoz TABLETTER  filmdrasjerte 10 mg             Byttegruppe 000251      Preparat Firma Legemiddelform Styrke Varenr Pakning     Simvastatin Bluefish Bluefish tabl. 10 mg 506772 30 stk. (blister)   Simvastatin Bluefish Bluefish tabl. 10 mg 170309 100 stk. (blister)   Simvastatin Sandoz Sandoz tabl. 10 mg 129261 90 stk. (boks)   Zocor Organon tabl. 10 mg 454165 98 stk. (blister)                        Simvastatin Sandoz TABLETTER  filmdrasjerte 20 mg             Byttegruppe 000252      Preparat Firma Legemiddelform Styrke Varenr Pakning     Simvastatin Bluefish Bluefish tabl. 20 mg 482782 30 stk. (blister)   Simvastatin Bluefish Bluefish tabl. 20 mg 513195 100 stk. (blister)   Simvastatin Sandoz Sandoz tabl. 20 mg 551446 90 stk. (blister)   Zocor Organon tabl. 20 mg 454199 98 stk. (blister)                        Simvastatin Sandoz TABLETTER  filmdrasjerte 40 mg             Byttegruppe 000253      Preparat Firma Legemiddelform Styrke Varenr Pakning     Simvastatin Bluefish Bluefish tabl. 40 mg 147566 30 stk. (blister)   Simvastatin Bluefish Bluefish tabl. 40 mg 038494 100 stk. (blister)   Simvastatin Sandoz Sandoz tabl. 40 mg 573330 90 stk. (blister)   Zocor Organon tabl. 40 mg 382531 98 stk. (blister)                  Gjelder medisinbytte (generisk bytte) i apotek. For mer informasjon om medisinbytte og byttelisten  se https://legemiddelverket.no/offentlig-finansiering/medisinbytte-i-apotek For medisinbytte ved institusjoner henvises til §7 i Forskrift om legemiddelhåndtering for virksomheter og helsepersonell som yter helsehjelp
758, Simvastatin Sandoz Sandoz (Sandoz A/S) : Kapitell preparat-referanse: Komplett Felleskatalogtekst For utfyllende informasjon  se Felleskatalogtekst for  Zocor «Organon»
759, Simvastatin Sandoz Sandoz (Sandoz A/S) : Kapitell notification: Miljø og legemidler                C10A A01                        Simvastatin                                                                        PNEC: 0 2 μg/liter  Salgsvekt: 1 385 38476 kg   Miljørisiko: Bruk av simvastatin gir middels høy risiko for miljøpåvirkning.   Bioakkumulering: Simvastatin har lavt potensiale for bioakkumulering.  Nedbrytning: Simvastatin brytes ned i miljøet.   Miljørisiko er beregnet utifra forholdet mellom forventet konsentrasjon i vann (Predicted Environmental Concentration - PEC) og høyeste sikre konsentrasjon (Predicted No Effect Concentration - PNEC). PEC er beregnet utifra årlig salgsvekt i Norge.                         Miljøinformasjonen (datert 18.12.2019) er utarbeidet av MSD.                       Les mer på Fass     Se miljøinfo for virkestoff i samme ATC-gruppe
